,season,episode,title,story,rating,date
140,S7,E6,The Romance Resonance,"The anniversary of Howard and Bernadette's first date is approaching, and Howard wants to do something special and romantic for the occasion, namely write a song for her which he wants to perform for her with the help of their friends. This gesture makes Penny come to the realization that with the exception of having sex with him, she does nothing romantic for Leonard ever, while he does romantic things for her all the time. She tries to come up with her first ever romantic gesture to make Leonard feel good. But what she ends up doing doesn't quite have the effect she wants, while romance has been sitting in her closet all along. Meanwhile, Sheldon has been zoned out of all his friends' goings-on while he works on something. That something ends up being a breakthrough, namely the discovery of how to synthesize a new, stable super heavy element. This discovery takes the scientific world by storm. After receiving all this well deserved attention, Sheldon discovers that the attention is not well deserved as he made an error in his calculation based on misreading a table, meaning that he accidentally stumbled across his discovery rather than came by it from a purely scientific standpoint. Sheldon has to decide if his error will make him feel bad about what he nonetheless accomplished.",8.4,"Thu, Oct 24, 2013"
141,S7,E7,The Proton Displacement,"Leonard, Sheldon and Amy run into Leonard and Sheldon's childhood hero Arthur Jeffries, aka Professor Proton, the scientist host of their favorite childhood television program. Because of this re-acquaintance, Arthur, who always wanted to be a true scientist as opposed to a kid's show host, asks Leonard to read and review a paper he is writing, but he doesn't ask Sheldon, which Sheldon can't understand. With some innuendo from Amy, Sheldon finally realizes that it's because he annoys Arthur. Sheldon tries unsuccessfully to make amends with Arthur so that he can collaborate on the paper. Without the friendship of his childhood hero, Sheldon decides to get a replacement model. Arthur makes Leonard truly examine his friendship with Sheldon, and in turn Leonard ends up getting Arthur to see Sheldon in a slightly different light. Meanwhile, Raj has been invited to girls' night with Penny, Amy and Bernadette. Raj's night with the girls ends up being taken over by an unexpected fifth. —Huggo",7.7,"Thu, Nov 7, 2013"
142,S7,E8,The Itchy Brain Simulation,"Out of circumstance, Leonard admits to Sheldon that he still has in his possession a DVD rental from seven years ago that was under Sheldon's name, and that Leonard was supposed to return. After a good amount of time passed, Leonard figured to keep the DVD since nothing bad had happened. Leonard never told Sheldon about it as he knew Sheldon would ""overreact"". On the contrary, Sheldon outwardly remains relatively calm, but he figures that Leonard needs figuratively to walk a mile in his shoes to understand how upset he really is about what Leonard did. He makes Leonard do something that he knows will bother him until he returns the DVD, namely wear an ugly wool sweater against his bare skin, the sweater to which Leonard is probably allergic. To prove a point, Leonard agrees to Sheldon's payback. But Sheldon has in his possession some information that he knows will make it a little more difficult for Leonard to endure what Leonard believes will be an easy task. Still, Amy tries to figure out why Sheldon seems so calm about the situation. Meanwhile, at the Cheesecake Factory with Penny and Bernadette, Amy recognizes another one of the customers: Raj's old girlfriend Lucy. Penny wants to stand up for Raj against Lucy, who broke up with Raj via email. Penny's actions have some expected and unexpected consequences.",7.5,"Thu, Nov 14, 2013"
143,S7,E9,The Thanksgiving Decoupling,"Howard invites all his friends over to his mother's house for Thanksgiving. He does have ulterior motives: his father-in-law, Mike Rostenkowski, with ho he has nothing in common, is alone for the holidays, has also been invited and Howard doesn't want to spend time with him without others to buffer him from Mike. Despite Sheldon's want not to go, they all accept Howard's invitation. The dinner does not end up the way anyone would have thought. Mrs. Wolowitz has suffered a gout attack and thus can't prepare dinner, leaving that task primarily to Raj with the assistance of his two sous chefs, Amy and Bernadette. Mike ends up bonding with an unexpected guest, which places Howard in an awkward position. And earlier in the day, Penny learns some surprising news about her life which requires some decisive and immediate action. Beyond the slight strain that this issue places between Penny and Leonard, Penny decides to invite another guest to dinner which ends up being another major focus of the evening. —Huggo",8.8,"Thu, Nov 21, 2013"
144,S7,E10,The Discovery Dissipation,"Ever since Sheldon made the major scientific discovery of how to stabilize a new, stable super heavy element, Sheldon has been miserable promoting his discovery since he and the world knows he came across the discovery solely by an error on his part. Even being touted as possibly winning a Nobel Prize, albeit in Chemistry, makes the situation worse. Competing actions by Leonard and Wil Wheaton make Sheldon come to a different perspective on the matter. Meanwhile, Bernadette is upset with Howard for lying to her about Raj and Cinnamon's stay with them, which she thought was only going to be for one night, but which she learns is going to be a for a week. Raj ends up having a profound effect on the Wolowitz/Rostenkowski household. —Huggo",7.6,"Thu, Dec 5, 2013"
145,S7,E11,The Cooper Extraction,"Just as he is about to head to the airport, Sheldon decides to tell his friends that he is going to Texas to fill in for his brother-in-law at his sister's at home baby delivery. With Sheldon away, his friends decide to have a Christmas tree decorating party at Sheldon and Leonard's place. The fact of Sheldon not being there and having a discussion about the movie It's a Wonderful Life (1946), the gang hypothesizes about what their collective lives would have been like if they didn't know Sheldon, most specifically if Leonard didn't move in to Sheldon's apartment. Beyond the fact that many of them wouldn't have ended up even knowing each other let alone those that ended up as couples, each person interjects a little of what they like to think would have happened to each person as each story progresses. —Huggo",8.1,"Thu, Dec 12, 2013"
146,S7,E12,The Hesitation Ramification,"An excited Penny gets a small part on the latest episode of NCIS (2003). She not only tells everyone she knows about it, but she believes this part is her big break. The gang decide to watch the show along with her. But Penny and her friends' excited anticipation turns to disappointment when she sees that her one and only scene was cut. Trying to be the supportive boyfriend, Leonard may inadvertently destroy his and Penny's relationship instead. Meanwhile, Raj and Stuart have come to the conclusion that they don't know how to talk to pretty girls. So they decide to go to the mall to practice by talking to not so pretty girls. And Sheldon, who believes he is funny, tries to discover the science behind comedy. —Huggo",7.4,"Thu, Jan 2, 2014"
147,S7,E13,The Occupation Recalibration,"Following her recent acting disappointment, Penny decides she needs to take decisive action to make her career happen by devoting her time one hundred percent into the endeavor, which means quitting her waitressing job. Although he wants to support Penny outwardly in whatever she decides, Leonard does not support this move. He has to decide whether he will tell her the truth or lie about his feelings. Sheldon, who is affected by the goings-on between Leonard and Penny, is however more perturbed by a mandatory request by the college: that he take his vacation time. Meanwhile, Amy, with a little help from Howard and Raj, comes to the realization that one of her colleagues, Bert from the Geology Department, has a crush on her. Regardless of her dating status, she isn't interested in Bert, but she doesn't know how to show or tell him that she's not interested without hurting his feelings. And Bernadette is trying to find a replacement for a rare comic book of Howard's that she accidentally ruined. As Stuart doesn't have a copy of it at his store, she has to decide whether to be loyal to Stuart, or to buy the one available copy in town from Stuart's much hated rival, Jesse.",7.5,"Thu, Jan 9, 2014"
148,S7,E14,The Convention Conundrum,"Despite doing whatever humanly and technically possible, the guys are unable to obtain tickets to this year's Comic-Con through legitimate means as the tickets are all sold out. Leonard, Howard and Raj decide that they will get tickets from a scalper, which Sheldon refuses to do as if they are caught, they will be banned from Comic-Con for life. Leonard, Howard and Raj have to decide if this little seed of information is enough to scare them off from doing what bad boys would do and proceed to buy the tickets through a scalper. Sheldon's plan is instead to start his own comic book convention. He goes on a search for at least one science fiction celebrity who would appear as a headliner at his convention, barring those who have restraining orders against him already. Sheldon's celebrity stalking doesn't turn out quite the way he expected. Meanwhile, Penny, Amy and Bernadette go on a quest to do something that makes them feel grown-up that they would like and not just something that makes them feel like they're pretending to be grown up.",8.0,"Thu, Jan 30, 2014"
149,S7,E15,The Locomotive Manipulation,"Amy and Sheldon's annual relationship status discussion takes place in the lead up to Valentine's Day. Amy is able to convince Sheldon to go away for Valentine's to a bed & breakfast in Napa as what Amy hopes will be a romantic weekend will include some familiar faces in Howard and Bernadette going as well but more importantly something specifically for Sheldon, namely a trip on a vintage train to Napa. The question becomes whether both Amy and Sheldon will get out of the trip what they want, which on the surface may be incompatible, and especially as Sheldon's gift of the train trip comes first. Meanwhile, Leonard and Penny have decided to have a romantic stay-at-home Valentine's. As such, they agree to dog-sit Cinnamon while Raj has his own solo romantic Valentine's Day star gazing. Their collective Valentine's Day takes a roller coast ride of emotions because of an incident initiated by Cinnamon. —Huggo",8.2,"Thu, Feb 6, 2014"
150,S7,E16,The Table Polarization,"Penny sitting on the floor during dinner makes everyone in the gang think that Leonard and Sheldon should invest in a dining room table, that is except for Sheldon, despite they having unused space for one and only because it is change which Sheldon does not like. Despite Sheldon being against getting one, Leonard, on Penny's urging to stand up for his rights, decides to buy one anyway, although he does keep in the back of his mind what he thinks Sheldon would or would not like, if he was to like anything. The resulting dining room table in the apartment ends up being a metaphor for Sheldon's current life. Meanwhile, Howard gets a call from NASA asking him to go back to the Space Station, about which he is thrilled. Bernadette is less than excited by the news, if only because of her remembrance of how miserable Howard was during his last space experience. Will the thought of the thrill of space travel trump Howard's memory? —Huggo",7.6,"Thu, Feb 27, 2014"
151,S7,E17,The Friendship Turbulence,"Bernadette is tired of Sheldon always putting Howard down. Sheldon, in response, says that Howard started it ten years ago when they first met, those insults which still haunt him to this day in tangible ways. As such, Howard decides to try and bury the hatchet with Sheldon by extending a peace offering. Howard has to go to NASA in Houston, and invites Sheldon along as his guest. Sheldon ultimately accepts. However, Howard may regret doing so when Sheldon continues to degrade Howard in ways he isn't even aware he is doing. Is there any way that Sheldon and Howard can truly stop their insulting the other? Meanwhile, Penny has decided to decline a movie role that she believes is beneath her, a move with which Leonard does not agree, as he believes Penny's first priority should be to make money. Penny comes to a crossroads in the decision of her current career path, with which Leonard tries to be supportive in any way he can. And Raj returns to the online dating world, with a little help from Amy. Her efforts end up with unexpected results.",7.4,"Thu, Mar 6, 2014"
152,S7,E18,The Mommy Observation,"Howard and Sheldon have had a successful trip to NASA in Houston, both getting along with the other. Their next stop is to visit Sheldon's mother, who he has not told he is coming. Sheldon ends up getting a bit of a surprise upon his arrival at his mother's house, a surprise which he wishes he didn't get. Sheldon has to figure out how he will deal with this surprise, both outwardly and internally. Meanwhile, back in Pasadena, Leonard, Penny, Raj, Amy and Bernadette are trying to figure out what to do for the evening when Stuart arrives unexpectedly. Within a few minutes, Stuart collapses on the ground and dies. Or at least he does in Raj's scenario of his murder-mystery night. The other four aren't too thrilled about Raj's unmentioned plan for their evening. As they progress through the game, a hypothetical in the game turns into a deeper discussion about their future. —Huggo",7.4,"Thu, Mar 13, 2014"
153,S7,E19,The Indecision Amalgamation,"Penny returns from what she believes was a promising audition for a role she actually wants. Her anticipation turns to disappointment when the telephone call she receives is the offer once again for the cheesy horror movie role she was earlier offered but turned down since she thought it was beneath her. Although she asks Leonard for advice about whether to take the horror movie role, Penny may get the most useful advice from someone's who been there: Wil Wheaton. Meanwhile, Raj runs into Emily, the woman he met online, with Amy being the intermediary in their one and only face-to-face encounter. Despite that first date being a disaster, Raj is able to convince Emily to give him another chance. Immediately following, Raj receives a message from Lucy, asking to meet. Raj has to figure out what to do about his upcoming date with Emily considering Lucy's message. Sheldon is having a major conundrum about whether to purchase a Xbox One or PS4 as his next gaming system. This dilemma by association affects Amy the most. And Bernadette makes an innocent but major gaffe at work concerning signing what she believed was a retirement card for a colleague but which turned out to be for something completely different.",8.1,"Thu, Apr 3, 2014"
154,S7,E20,The Relationship Diremption,"Leonard, Howard and Raj are all excited by what the primordial gravity wave discovery means for the scientific community. Sheldon, on the other hand, is not excited. Leonard figures out the reason for Sheldon's indifference: he's jealous, especially as his own life work in trying to prove string theory is no closer to being accomplished than when he started twenty years ago. After a comment by Kripke, Sheldon begins to wonder if string theory can ever be proved, and thus if he is wasting his time working on it. Sheldon decides to take Penny's advice on the matter, with a little help from Cosmopolitan magazine thrown in. Meanwhile, Raj is now exclusively dating Emily after a comment he makes to Lucy. Howard and Bernadette, and Raj and Emily decide to go on a double date. When Howard sees who Emily is at that double date, he is hoping she will not remember their one and only former disastrous meeting. —Huggo",8.0,"Thu, Apr 10, 2014"
155,S7,E21,The Anything Can Happen Recurrence,"Howard and Raj have a boys' night in together as Raj wants to watch a horror movie - such movies which he doesn't like or understand why anyone would like - as Emily wants to watch it with him. He wants to take a test run so that he can both understand what Emily sees in them, and not be embarrassed by whatever shocks may occur during his viewing with Emily. Meanwhile, to get Sheldon's mind off of what he will now do with his professional life since giving up on the idea of string theory, Leonard suggests they re-institute ""Anything Can Happen"" Thursdays, and have a spontaneous evening out. With Howard and Raj already preoccupied, Bernadette needing to work late, and Amy under the weather, this first Thursday out will only be comprised of Leonard, Sheldon and Penny. What happens on this first night out may threaten Penny's friendship with Bernadette and Amy, and her relationship with Leonard, while strengthening her bond with Sheldon. —Huggo",7.5,"Thu, Apr 24, 2014"
156,S7,E22,The Proton Transmogrification,"The guys are organizing Star Wars: Episode IV - A New Hope (1977) day, which is on May the 4th, the date so chosen because..., and as such the date cannot be changed. They run into a conundrum when they learn that Arthur Jeffries, Leonard and Sheldon's friend and childhood idol as ""Professor Proton"", has just passed away, his funeral service to be held that day. While Penny plans to accompany Leonard to the funeral, Sheldon plans to partake in Star Wars day with Howard and Raj, since he believes mourning is a wasted emotion, and funerals a superstitious ritual. While Amy and Bernadette are helping with the Star Wars preparations, Sheldon, Howard and Raj start watching the marathon of six movies. But Arthur's death may be hitting Sheldon harder than he realizes, as witnessed by the break he takes from watching the movies. At the funeral, Penny makes an admission about funerals in general, while Leonard contemplates his mortality. —Huggo",7.7,"Thu, May 1, 2014"
157,S7,E23,The Gorilla Dissolution,"Penny has decided not to complain about the gorilla movie she's filming anymore. But an incident on the set makes Penny reevaluate the decisions she made in her life. Mrs. Wolowitz gets into an accident, which leads to her being bedridden for six to eight weeks. After arguing about who will take care of her, Howard and Bernadette ultimately decide that they will be her caregivers instead hiring a professional. This experience ends up being their trial as parents. And while Raj and Sheldon are out at the cinema, they run into Emily, who seemingly is on a date with someone else. With Sheldon's help, Raj critically examines how he enters into all of his relationships. —Huggo",7.8,"Thu, May 8, 2014"
158,S7,E24,The Status Quo Combustion,"Leonard and Penny's good news that they are engaged and Raj's that he has had sex with Emily are tempered by Howard and Bernadette's problem of not being able to keep any professional help to take care of his mother, and Sheldon's that the university will not let him change his area of research from string theory to inflationary cosmology, as string theory was the reason they hired him and the area for which he has received all his grants. What's worse for Sheldon, who cannot handle change that is not initiated by him, is that Leonard and Penny contemplate a living situation that may not include him, while Amy tries to capitalize on that fact for her own benefit. And a place that Sheldon considers a sanctuary is temporarily out of commission, which may be indirectly a benefit for Howard and Bernadette. With all these changes in his life, Sheldon may have some tough choices to make, all of which, in his mind, are less desirable that what had been his life up to this point. —Huggo",8.0,"Thu, May 15, 2014"
159,S8,E1,The Locomotion Interruption,"Forty-five days after leaving Pasadena to regroup after a series of unwanted changes in his life, Sheldon telephones Leonard to come pick him up in Kingman, Arizona, where he is currently stranded as all his possession were stolen. Leonard decides to ask Amy to come along on the twelve hour round trip drive. Beyond explaining what he did on his time away and if it achieved its goal of redefining his life, Sheldon has some more precise explaining to Amy about one specific more immediate matter. Penny didn't go along on the trip as Bernadette got her a job interview as a pharmaceutical salesgirl with her company. Penny is apprehensive and not confident about the interview, doubting her own abilities. The result of the interview doesn't go quite as she expects. And now that Mrs. Wolowitz's cast has come off, Howard expects Stuart to move out of her house, which he doesn't. Howard, who has no idea the nature of his mother and Stuart's relationship, still feels uncomfortable about it and decides to confront Stuart about it.",7.2,"Mon, Sep 22, 2014"
160,S8,E2,The Junior Professor Solution,"Sheldon learns from Mrs. Davis in Human Resources that the university has come up with a solution to change his area of research from string theory to dark matter. They will promote him to junior professor, which has no strings to funding whatever area of research, but that it will require him to teach a graduate level class. After speaking to his friends, Sheldon agrees. However, his reputation precedes him as no one signs up for the class. As such, Howard, who has been thinking about working toward his doctorate, decides to enroll in the class as Sheldon's only student. While Howard truly wants to learn from Sheldon, Sheldon in turn only has one contrary goal in mind in being Howard's professor. Meanwhile, Bernadette and Penny are having a quiet feud over Penny seemingly not taking her new job as a sales rep at the pharmaceutical company where Bernadette works seriously. They both turn to Amy, who, for the first time in her life, feels like the popular kid in high school. As such, Amy tries to use her new position to divide and conquer to retain that special place in both their lives.",7.5,"Mon, Sep 22, 2014"
161,S8,E3,The First Pitch Insufficiency,"Although not their first choice, NASA asks Howard to throw the first pitch for a Los Angeles Angels game on Space Day. Non-athletic Howard is worried that he will make a fool of himself. Bernadette and Raj help him practice, while Michael Massimino provides him with some sage advice. In the end, Howard will see if he is as good a pitcher as he is a scientist. Meanwhile, Leonard and Penny have agreed to go on a double date with Sheldon and Amy. On that date, Sheldon tries to convince Leonard and Penny that his and Amy's relationship is far superior to theirs, and he has the scientific proof to back up his claim. Based on Sheldon's argument about the method of evaluation, Penny fears he may be right, which in turn places fears in her about being the future Mrs. Leonard Hofstadter. —Huggo",7.0,"Mon, Sep 29, 2014"
162,S8,E4,The Hook-up Reverberation,"Emily joins the gang for the first time for one of their regular dinners at Leonard and Sheldon's apartment, she never yet having met either Leonard or Penny. As Emily is a physician, more specifically a dermatologist, Bernadette suggests that Penny try out her pharmaceutical sales techniques on Emily, to which Emily agrees. After the dinner, Penny believes that Emily, for whatever reason, didn't like her on first sight, but she doesn't know what she would have done in such short a period to make Emily dislike her so. At the sales pitch, Penny decides to confront Emily on the issue. Penny finds out that her perception was not incorrect and she finds out the reason for Emily's dislike of her. Penny has to figure out if she can overcome Emily's preconceived notion based on the reason. Meanwhile, Leonard, Sheldon, Howard and Raj are at a rival comic book store, they discussing among other things the fact that Stuart has not yet been able to rebuild his since his insurance moneys are insufficient for him to be able to do so. All four of them think it would be fun to be Stuart's investors, and as such be part owners of Stuart's store. Penny, Amy and Bernadette may have their own thoughts on the matter, as may Stuart and a fifth party.",7.2,"Mon, Oct 6, 2014"
163,S8,E5,The Focus Attenuation,"Leonard, Sheldon, Howard and Raj all come to the conclusion that they have been so distracted ever since the arrival of the girls in their lives that they have not been able to focus their minds on the matter of just brainstorming on issues scientific. So they decide to have a boys weekend in to do that brainstorming. They encounter many problems along the way, the two biggest being what to focus their scientific priorities on, and how to stay focused on the task at hand and not get sidetracked by other distractions. While the boys are in, Penny, Amy and Bernadette decide to have a girls weekend away in Las Vegas. Once they arrive in Vegas, a situation with Penny leads to a role reversal where Penny ends up being the studious one, and Amy and Bernadette end up being the drunken party girls. —Huggo",7.5,"Mon, Oct 13, 2014"
164,S8,E6,The Expedition Approximation,"As Sheldon's work is still relatively new in dark matter and as Raj hears about some ground breaking work in mines that may have major implications in both theoretical physics in dark matter as well as astrophysics, Raj suggests that he and Sheldon may want to get involved in this work, which would mean spending time in underground mines at twelve hours at a time. The environment would play upon most of Sheldon's darkest fears. But Raj is able to convince him that they should simulate what working in such as environment together would be like before they make a definitive decision. Being alone together may give Sheldon and Raj time to think about more than just being in a dark, hot, humid and enclosed environment with no toilet. Meanwhile, Penny has sold the car that Leonard bought her since the pharmaceutical company has given her a car for work. She wants to give the money from the car sale back to Leonard. This gesture brings up issues primarily around Penny's new financial self-security, and what that means for their history of Penny largely being reliant on him in paying for things. As they argue about money in general, they feel that they should ask for advice from people who should have a better idea of what they are going through. The fact of asking leads to Leonard and Penny coming to some conclusions about their own situation that they were not expecting.",7.2,"Mon, Oct 20, 2014"
165,S8,E7,The Misinterpretation Agitation,"Bernadette is excited to be asked to be included in a magazine photo shoot featuring the fifty sexiest female scientists. The topic places a wedge between her and Amy, who doesn't believe that strutting one's sex appeal advances the scientific profession... or does Amy have ulterior motives in her stance? Meanwhile, Dr. Lorvis, one of Penny's clients who has done an Internet search looking for her, stops by her apartment unannounced with flowers hoping to initiate a romantic relationship with her, because she seemed single (i.e. she was not wearing her engagement ring, at least not on her left ring finger), she touched his arm for ""two Mississippis"", and she winked at him. Leonard is able to intercept him before he gets to Penny, who ultimately does admit she flirts to make sales. But Dr. Lorvis ends up making a bigger impression on the entire gang than he did on Penny. —Huggo",7.7,"Thu, Oct 30, 2014"
166,S8,E8,The Prom Equivalency,"As Penny has her prom dress out after organizing her closet, she, Bernadette and Amy talk about their respective proms, the latter two whose were not what they would have wanted. As such, Bernadette and Amy decide to host a prom night for themselves and their friends, all who accept. Leonard and Penny muse about what their prom would have been like if they knew each other then knowing what they know now. Howard has a problem about who Stuart's bringing as a date, who in turn may cause problems for someone else not at the prom. And Sheldon has an anxiety attack faced with the rituals of prom night, which may include the expectation of coitus. —Huggo",8.0,"Thu, Nov 6, 2014"
167,S8,E9,The Septum Deviation,"After Leonard tells Sheldon that he is having surgery to repair his deviated septum, Sheldon is convinced that Leonard will be the one in seven hundred thousand that will die from the anesthesia. Sheldon tries to convince Leonard of his early demise from this unnecessary surgery by reducing the odds through other factors. As such, Leonard has to figure out a way to get the procedure done without letting Sheldon know. Meanwhile, Raj tries to figure out what to get his parents for their fortieth wedding anniversary. An incident with the Koothrappalis makes Howard and Bernadette wonder if they will make it to their fortieth, and what they can do to strengthen their marriage. —Huggo",7.5,"Thu, Nov 13, 2014"
168,S8,E10,The Champagne Reflection,"Leonard, Howard and Raj are cleaning out the office of recently deceased Professor Roger Abbott. Rather than check through the material to save anything of worth as they are supposed to do, they largely throw everything out without reading through it, until Leonard comes across a fifty year old gift to the professor from his mother. That gift makes the three think about his material with a little more reverence, especially those notes which they don't understand. Their quest leads them to Professor Sharpe, Professor Abbott's long time office mate who may be able to shed some light on the life and work of Professor Abbott. Regardless, this task ends up making the three think about their own scientific legacies. Meanwhile, Sheldon and Amy are filming what will be the 232nd and last episode of Fun with Flags, as Sheldon has decided he no longer has the time to devote to it. Despite Sheldon being able to convince a reluctant LeVar Burton to appear, the episode may ultimately be marred by the fact this episode was not the 233rd. And Penny and Bernadette are attending a company social event. Penny and her boss Dan continue to bond over the fact that Bernadette scares them and everyone else in the company. As her friend, Penny decides to tell Bernadette what everyone thinks of her, with some unexpected consequences.",7.0,"Thu, Nov 20, 2014"
169,S8,E11,The Clean Room Infiltration,"Raj can't host this year's Christmas Eve dinner party because his soon to be divorced father is coming for a visit. So Amy volunteers to host the dinner, she choosing the theme of a traditional Victorian Christmas. Raj and Dr. Koothrappali are nonetheless invited. The day of the party, Leonard and Howard, working on an experiment in the clean room, are detained and require Raj's help when an accident causes the clean room to be not so clean. They have to figure out what to do, the three ultimately deciding that the blame falls on one person, who has a sense of déjà vu for the remainder of the evening and as they deal with the issue. Bernadette is driving Sheldon to Amy's. Irked that Amy would agree to host a dinner that he wants no part of, Sheldon tries to figure out a way to get back at Amy. That leaves Amy, Penny and Dr. Koothrappali alone at the party, which is dominated by Dr. Koothrappali's less than positive current view of marriage, and Amy's focus on making everything as traditionally Victorian as possible. —Huggo",7.4,"Thu, Dec 11, 2014"
170,S8,E12,The Space Probe Disintegration,"Raj was part of a team which launched the New Horizon Space Probe nine years ago to collect data about Pluto, the probe which is now within distance to provide its first data... that is if it is still operational. While waiting to hear any news about the probe with Howard and Bernadette, Raj can't help but feel totally stressed. He makes a surprising decision on how to calm down. Meanwhile, Penny and Amy, who feel that they always have to do what Leonard and Sheldon want to do, are given the privilege of deciding what the four will do for the day. As Penny wants to do something that she knows Leonard and Sheldon will hate, Sheldon comes up with the answer to appease Penny: dress shopping. While Penny and Amy are in the change rooms, and Leonard and Sheldon wait outside, each pair talks about their respective friendships, most specifically the issue of compromise. —Huggo",7.2,"Thu, Jan 8, 2015"
171,S8,E13,The Anxiety Optimization,"Sheldon is having a mental block about his research into dark matter, and is wondering if he made a mistake changing his area of research. Based on a comment by Penny about how much she hates to exercise but does it anyway, Sheldon figures what he needs to be able to focus on the work is to be placed in a state of anxiety, and asks his friends to help him by agitating him. Beyond their willing assistance, Sheldon comes up with his own unusual ways to be annoyed. Meanwhile, Howard comes up with a new game to play with the gang which he calls ""Emily or Cinnamon"". Howard will say something he's heard Raj say, and they have to figure out if Raj said it to his pet dog Cinnamon or to his girlfriend Emily. —Huggo",7.4,"Thu, Jan 29, 2015"
172,S8,E14,The Troll Manifestation,"Through a casual conversation with Penny, Leonard believes he's come up with a revolutionary scientific idea. Requiring some sort of validation, he asks Sheldon for his opinion. Sheldon likes the idea so much, that he on his own makes all the necessary calculations and writes a paper on the subject. The two decide to post the paper as co-authors online before anyone else can claim the work as their own. The responses to the paper are universally positive... except for one anonymous poster who ridicules Sheldon and Leonard. Sheldon in particular can't stand that anyone would denigrate his work, which leads to a war of online words with this anonymous poster. Raj may ultimately give Sheldon and Leonard a good perspective on the matter. Meanwhile, Penny, Bernadette and Amy are deciding on what to watch on their girls night in. Bernadette and Amy dualaterally decide that they will find Penny's ""gorilla"" movie online and watch that, much against Penny's wishes. As such, Penny can't help but get a little retribution by finding embarrassing instances of Bernadette and Amy online.",8.0,"Thu, Feb 5, 2015"
173,S8,E15,The Comic Book Store Regeneration,"When the comic book store reopens, Howard is shocked to find his mothers furniture displayed. Meanwhile, after an incident with Amy, Sheldon is trying to ""let it go"" with Penny, but she also finds out what Amy has done with her. But just as surprising as what happened with Penny, Howard discovers what happened with his mother...",8.0,"Thu, Feb 19, 2015"
174,S8,E16,The Intimacy Acceleration,"Amy and Raj learn of a scientific experiment designed to see if it can make two people fall in love in the matter of hours. After the gang discusses the viability of the experiment's premise, Sheldon and Penny decide they will test it out to see if it can make them fall in love with each other. The nature of the experiment is to answer truthfully a series of questions followed by staring into each other's eyes without speaking for four minutes. Is there any chance that Sheldon and Penny will fall in love with each other, or at least get to know intimate details about the other that they didn't already know? With Sheldon and Penny occupied with the experiment, Leonard and Amy decide to tag along on Raj and Emily's date, the four who decide to go to an escape room: interactive theater where the participants have to figure out puzzles to escape. This particular room is filled with zombies. Meanwhile, Howard and Bernadette have just arrived at Los Angeles Airport having just returned from Howard's mother's funeral. However, they are missing one important item that was supposed to return to California with them.",7.8,"Thu, Feb 26, 2015"
175,S8,E17,The Colonization Application,"Sheldon and Amy have decided to take their relationship to the next level... by purchasing a pet together, namely a turtle. That step takes a giant leap backward when Sheldon divulges that he has submitted an application to be among the first people to colonize Mars, something he did not discuss with Amy before doing so. She is more upset by the fact that it was a unilateral decision on his part than by the decision itself. Is there any way Sheldon can make it right with her? Meanwhile, Leonard gives Penny a late Valentine's Day present that he bought at the sex shop: body paint and canvas so that they can make their own painting using their naked bodies as the brushes. Both the process and the final product aren't quite what they were expecting. And Emily is called on a short emergency to the hospital leaving Raj alone at her apartment. He does something that might end their relationship, with Howard and Bernadette not providing much help or guidance on how to fix the problem, both figuratively and literally. —Huggo",7.5,"Thu, Mar 5, 2015"
176,S8,E18,The Leftover Thermalization,"After interviewing Sheldon, Scientific American writes a glowing article about Leonard and Sheldon's latest theory without mentioning Leonard by name, only referring to him as ""Dr. Cooper's team"". Leonard ends up being upset but not mad at the situation until Sheldon, trying to make things right in his own eyes, finds out what caused the error. Meanwhile, Raj offers to help Howard, Bernadette and Stuart clean out Howard's mother's house, Stuart who Howard is letting stay there a little while longer. Just as Howard, Bernadette and Raj get to the house, Stuart tells them the power has been out since the middle of the night. What Howard ends up being upset about is that the food in the freezer - the last food Debbie ever cooked - has thawed and thus cannot be refrozen and thus saved. As there is enough to feed an army, Howard invites all their friends over for one last meal courtesy of Mrs. Wolowitz. Debbie's spirit pervades the meal in more ways than one, courtesy of Leonard and Sheldon's feud and Bernadette's resulting action.",7.3,"Thu, Mar 12, 2015"
177,S8,E19,The Skywalker Incursion,"When Leonard and Sheldon are invited to speak at UC Berkeley, they take a detour to try and meet one of their idols. Meanwhile, while cleaning out Mrs. Wolowitz's house, a ping pong battle ensues when Howard and Bernadette argue over the fate of his TARDIS. —ab1995",7.5,"Thu, Apr 2, 2015"
178,S8,E20,The Fortification Implementation,"Wil Wheaton, Penny's co-star in ""Serial Apeist 2: Monkey See, Monkey Kill"", invites her to be on his podcast to discuss the movie. Wil eventually asks Leonard, who is there anyway, to join in the discussion as well. A comment from a specific caller leads to a change of topic of the podcast from the movie to Penny and Leonard's relationship at this point in time in their lives. Meanwhile, Howard's lawyer is able to track down his father to sign some documents so that the title of the house can be transferred to Howard, the lawyer's job all done without Howard needing to see, talk to or know anything about his father at all. But Howard gets some unexpected news resulting from that process. And Sheldon is upset that he was not included among a group of select scientists asked to attend a symposium at a former home of renowned physicist Richard Feynman. To cheer him up, Amy suggests doing something with him that he was also excluded from as a child: building a blanket fort in the living room. That experience leads to another possible first for Sheldon and Amy's relationship.",7.5,"Thu, Apr 9, 2015"
